Lahu Luhan 1991 Mp3 Songs,1991,Bollywood,Nitin Mukesh,None,NoneNitin Mukesh,Soul
Lamhe 1991 Mp3 Songs,1991,Bollywood,"Lata Mangeshkar, Ila Arun",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Ila Arun",None
Mahtab 1991 Mp3 Songs,1991,Bollywood,Ghulam Ali,None,NoneGhulam Ali,Soul
Maut Ki Sazaa 1991 Mp3 Songs,1991,Bollywood,Anup Jalota,None,NoneAnup Jalota,Soul
Meena Bazar 1991 Mp3 Songs,1991,Bollywood,"Naresh Sharma, Alisha Chinai",Naresh Sharma,"Naresh SharmaNaresh Sharma, Alisha Chinai",JazzPop
Meet Mere Man Ke 1991 Mp3 Songs,1991,Bollywood,"Babul Bose, Manhar Udhas, Salma Agha",Babul Bose,"Babul BoseBabul Bose, Manhar Udhas, Salma Agha",Soul
Naagmani 1991 Mp3 Songs,1991,Bollywood,"Anu Malik, Shabbir Kumar, Anuradha Paudwal",Anu Malik,"Anu MalikAnu Malik, Shabbir Kumar, Anuradha Paudwal",Makeover
Naamcheen 1991 Mp3 Songs,1991,Bollywood,"Mohammed Aziz, Anu Malik",Mohammed Aziz,"Mohammed AzizMohammed Aziz, Anu Malik",None
Nachnewale Gaanewale 1991 Mp3 Songs,1991,Bollywood,"Bappi Lahiri, Vijay Benedict, Anuradha Paudwal, Sukhwinder Singh",Bappi Lahiri,"Bappi LahiriBappi Lahiri, Vijay Benedict, Anuradha Paudwal, Sukhwinder Singh",Instrumental
Narsimha 1991 Mp3 Songs,1991,Bollywood,"Udit Narayan, Alka Yagnik",Udit Narayan,"Udit NarayanUdit Narayan, Alka Yagnik",Country
Numbri Aadmi 1991 Mp3 Songs,1991,Bollywood,"Bappi Lahiri, Kavita Krishnamurthy, Sapna Mukherjee, Anupama Deshpande",Bappi Lahiri,"Bappi LahiriBappi Lahiri, Kavita Krishnamurthy, Sapna Mukherjee, Anupama Deshpande",Instrumental
Patthar Ke Phool 1991 Mp3 Songs,1991,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Phool Aur Kaante 1991 Mp3 Songs,1991,Bollywood,"Alka Yagnik, Kumar Sanu",Alka Yagnik,"Alka YagnikAlka Yagnik, Kumar Sanu",Makeover
Phool Bane Angaray 1991 Mp3 Songs,1991,Bollywood,"Bappi Lahiri, Alka Yagnik",Bappi Lahiri,"Bappi LahiriBappi Lahiri, Alka Yagnik",Instrumental
Prahaar 1991 Mp3 Songs,1991,Bollywood,Suresh Wadkar,None,NoneSuresh Wadkar,Soul
Pratigyabadh 1991 Mp3 Songs,1991,Bollywood,"Laxmikant - Pyarelal, Kumar Sanu",Laxmikant - Pyarelal,"Laxmikant - PyarelalLaxmikant - Pyarelal, Kumar Sanu",Anthem
Prem Qaidi 1991 Mp3 Songs,1991,Bollywood,"S. P. Balasubrahmanyam, Kavita Krishnamurthy",S. P. Balasubrahmanyam,"S. P. BalasubrahmanyamS. P. Balasubrahmanyam, Kavita Krishnamurthy",Soul
Pyaar Ka Saaya 1991 Mp3 Songs,1991,Bollywood,"Nadeem, Shravan, Alisha Chinai, Kumar Sanu",Nadeem,"NadeemNadeem, Shravan, Alisha Chinai, Kumar Sanu",Soul
Pyar Bhara Dil 1991 Mp3 Songs,1991,Bollywood,"Nikhil-Vinay, Udit Narayan, Anuradha Paudwal",Nikhil-Vinay,"Nikhil-VinayNikhil-Vinay, Udit Narayan, Anuradha Paudwal",None
Pyar Ka Devta 1991 Mp3 Songs,1991,Bollywood,"Kavita Krishnamurthy, Alka Yagnik, Mohammed Aziz",Kavita Krishnamurthy,"Kavita KrishnamurthyKavita Krishnamurthy, Alka Yagnik, Mohammed Aziz",None
Qurbani Rang Layegi 1991 Mp3 Songs,1991,Bollywood,"Asha Bhosle, Shabbir Kumar",Asha Bhosle,"Asha BhosleAsha Bhosle, Shabbir Kumar",Soul
Ramgarh Ke Sholay 1991 Mp3 Songs,1991,Bollywood,"Anu Malik, Kumar Sanu, Mohammed Aziz",Anu Malik,"Anu MalikAnu Malik, Kumar Sanu, Mohammed Aziz",Makeover
Rupaye Dus Karod 1991 Mp3 Songs,1991,Bollywood,"Bappi Lahiri, Sapna Mukherjee, Chunky Pandey",Bappi Lahiri,"Bappi LahiriBappi Lahiri, Sapna Mukherjee, Chunky Pandey",Instrumental
Saajan 1991 Mp3 Songs,1991,Bollywood,Anuradha Paudwal,None,NoneAnuradha Paudwal,Soul
Saanson Ki Sargam 1991 Mp3 Songs,1991,Bollywood,"S. Surendra, Kavita Krishnamurthy",S. Surendra,"S. SurendraS. Surendra, Kavita Krishnamurthy",JazzPop
Saathi 1991 Mp3 Songs,1991,Bollywood,"Anuradha Paudwal, Jolly Mukherjee",Anuradha Paudwal,"Anuradha PaudwalAnuradha Paudwal, Jolly Mukherjee",Anthem
Sadak 1991 Mp3 Songs,1991,Bollywood,"Anuradha Paudwal, Manhar Udhas",Anuradha Paudwal,"Anuradha PaudwalAnuradha Paudwal, Manhar Udhas",Anthem
Sanam Bewafa 1991 Mp3 Songs,1991,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Sapnon Ka Mandir 1991 Mp3 Songs,1991,Bollywood,"Mohammed Aziz, Alka Yagnik",Mohammed Aziz,"Mohammed AzizMohammed Aziz, Alka Yagnik",None
Sau Crore 1991 Mp3 Songs,1991,Bollywood,"Bappi Lahiri, Udit Narayan, Asha Bhosle, Kumar Sanu",Bappi Lahiri,"Bappi LahiriBappi Lahiri, Udit Narayan, Asha Bhosle, Kumar Sanu",Instrumental
Saudagar 1991 Mp3 Songs,1991,Bollywood,Sukhwinder Singh,None,NoneSukhwinder Singh,Soul
Saugandh 1991 Mp3 Songs,1991,Bollywood,"Anand-Milind, Anuradha Paudwal, Anup Jalota, Pramila",Anand-Milind,"Anand-MilindAnand-Milind, Anuradha Paudwal, Anup Jalota, Pramila",Pop
Shikari The Hunter 1991 Mp3 Songs,1991,Bollywood,"Anu Malik, Kavita Krishnamurthy, Mohammed Aziz, Anuradha Paudwal",Anu Malik,"Anu MalikAnu Malik, Kavita Krishnamurthy, Mohammed Aziz, Anuradha Paudwal",Makeover
Shiv Ram 1991 Mp3 Songs,1991,Bollywood,"Rajesh Roshan, Anuradha Paudwal, Kumar Sanu",Rajesh Roshan,"Rajesh RoshanRajesh Roshan, Anuradha Paudwal, Kumar Sanu",Country
Trinetra 1991 Mp3 Songs,1991,Bollywood,Jolly Mukherjee,None,NoneJolly Mukherjee,Soul
Vishkanya 1991 Mp3 Songs,1991,Bollywood,"Pankaj Udhas, Penaz Masani",Pankaj Udhas,"Pankaj UdhasPankaj Udhas, Penaz Masani",None
Vishnu Devaa 1991 Mp3 Songs,1991,Bollywood,"Rajesh Roshan, Kavita Krishnamurthy, Mangal Singh",Rajesh Roshan,"Rajesh RoshanRajesh Roshan, Kavita Krishnamurthy, Mangal Singh",Country
Yaara Dildara 1991 Mp3 Songs,1991,Bollywood,"Jatin, Lalit, Udit Narayan, Abhijeet",Jatin,"JatinJatin, Lalit, Udit Narayan, Abhijeet",Country
Yeh Aag Kab Bujhegi 1991 Mp3 Songs,1991,Bollywood,"Ravindra Jain, Mohammed Aziz",Ravindra Jain,"Ravindra JainRavindra Jain, Mohammed Aziz",Country
Yodha 1991 Mp3 Songs,1991,Bollywood,"Bappi Lahiri, Amit Kumar, Anupama Deshpande, Kumar Sanu",Bappi Lahiri,"Bappi LahiriBappi Lahiri, Amit Kumar, Anupama Deshpande, Kumar Sanu",Instrumental
Aaj Ka Goonda Raaj 1992 Mp3 Songs,1992,Bollywood,"Abhijeet, Sadhana Sargam",Abhijeet,"AbhijeetAbhijeet, Sadhana Sargam",None
Adharm 1992 Mp3 Songs,1992,Bollywood,"Alka Yagnik, Mohammed Aziz",Alka Yagnik,"Alka YagnikAlka Yagnik, Mohammed Aziz",Makeover
Anaam 1992 Mp3 Songs,1992,Bollywood,Kumar Sanu,None,NoneKumar Sanu,Soul
Angaar 1992 Mp3 Songs,1992,Bollywood,"Sudesh Bhosle, Kavita Krishnamurthy, Laxmikant - Pyarelal",Sudesh Bhosle,"Sudesh BhosleSudesh Bhosle, Kavita Krishnamurthy, Laxmikant - Pyarelal",Soul
Apradhi 1992 Mp3 Songs,1992,Bollywood,Alka Yagnik,None,NoneAlka Yagnik,Soul
Baaz 1992 Mp3 Songs,1992,Bollywood,"Amit Kumar, Kavita Krishnamurthy",Amit Kumar,"Amit KumarAmit Kumar, Kavita Krishnamurthy",None
Balwaan 1992 Mp3 Songs,1992,Bollywood,"Asha Bhosle, Arun Bakshi",Asha Bhosle,"Asha BhosleAsha Bhosle, Arun Bakshi",Soul
Bekhudi 1992 Mp3 Songs,1992,Bollywood,"Nadeem-Shravan, Asha Bhosle, Kumar Sanu",Nadeem-Shravan,"Nadeem-ShravanNadeem-Shravan, Asha Bhosle, Kumar Sanu",Country
Beta 1992 Mp3 Songs,1992,Bollywood,Udit Narayan,None,NoneUdit Narayan,Soul
Bewaffa Se Waffa 1992 Mp3 Songs,1992,Bollywood,Pagalfree,None,NonePagalfree,Soul
Bol Radha Bol 1992 Mp3 Songs,1992,Bollywood,"Suresh Wadkar, Sadhana Sargam",Suresh Wadkar,"Suresh WadkarSuresh Wadkar, Sadhana Sargam",None
Chamatkar 1992 Mp3 Songs,1992,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Daulat Kee Jung 1992 Mp3 Songs,1992,Bollywood,"Udit Narayan, Anuradha Paudwal",Udit Narayan,"Udit NarayanUdit Narayan, Anuradha Paudwal",Country
Deedar 1992 Mp3 Songs,1992,Bollywood,"Udit Narayan, Sadhana Sargam",Udit Narayan,"Udit NarayanUdit Narayan, Sadhana Sargam",Country
Deewana 1992 Mp3 Songs,1992,Bollywood,"Nadeem-Shravan, Alka Yagnik, Vinod Rathod",Nadeem-Shravan,"Nadeem-ShravanNadeem-Shravan, Alka Yagnik, Vinod Rathod",Country
Dharam Yoddha 1992 Mp3 Songs,1992,Bollywood,"A.R. Rahman, Jojo Mukherjee, Poornima",A.R. Rahman,"A.R. RahmanA.R. Rahman, Jojo Mukherjee, Poornima",Country
Dil Aashna Hai 1992 Mp3 Songs,1992,Bollywood,"Sudesh Bhosle, Abhijeet, Balbinder",Sudesh Bhosle,"Sudesh BhosleSudesh Bhosle, Abhijeet, Balbinder",Soul
Dil Hi To Hai 1992 Mp3 Songs,1992,Bollywood,"Sudesh Bhosle, Manhar Udhas, Jackie Shroff, Sonali Vajpayee",Sudesh Bhosle,"Sudesh BhosleSudesh Bhosle, Manhar Udhas, Jackie Shroff, Sonali Vajpayee",Soul
Dil Ka Kya Kasoor 1992 Mp3 Songs,1992,Bollywood,Sadhana Sargam,None,NoneSadhana Sargam,Soul
Dil Ne Ikraar Kiya 1992 Mp3 Songs,1992,Bollywood,"Anu Malik, Amit Kumar, Suparna Anand",Anu Malik,"Anu MalikAnu Malik, Amit Kumar, Suparna Anand",Makeover
Dilwale Kabhi Na Hare 1992 Mp3 Songs,1992,Bollywood,"Nadeem Shravan, Kumar Sanu",Nadeem Shravan,"Nadeem ShravanNadeem Shravan, Kumar Sanu",Country
Drohi 1992 Mp3 Songs,1992,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Ek Ladka Ek Ladki 1992 Mp3 Songs,1992,Bollywood,"Udit Narayan, Sadhana Sargam",Udit Narayan,"Udit NarayanUdit Narayan, Sadhana Sargam",Country
Ganga Bani Shola 1992 Mp3 Songs,1992,Bollywood,Sadhana Sargam,None,NoneSadhana Sargam,Soul
Ganga Ka Vachan 1992 Mp3 Songs,1992,Bollywood,Alka Yagnik,None,NoneAlka Yagnik,Soul
Geet 1992 Mp3 Songs,1992,Bollywood,"Kavita Krishnamurthy, Mohammed Aziz",Kavita Krishnamurthy,"Kavita KrishnamurthyKavita Krishnamurthy, Mohammed Aziz",None
Geet Milan Ke Gaate Rahenge 1992 Mp3 Songs,1992,Bollywood,"Debashish Das Gupta, Renuka Dasgupta",Debashish Das Gupta,"Debashish Das GuptaDebashish Das Gupta, Renuka Dasgupta",JazzPop
Heer Ranjha 1992 Mp3 Songs,1992,Bollywood,Anwar,None,NoneAnwar,Soul
Honeymoon 1992 Mp3 Songs,1992,Bollywood,"Anand-Milind, Sudesh Bhosle, Sapna Mukherjee, Jojo Mukherjee",Anand-Milind,"Anand-MilindAnand-Milind, Sudesh Bhosle, Sapna Mukherjee, Jojo Mukherjee",Pop
Humlaa 1992 Mp3 Songs,1992,Bollywood,"Laxmikant - Pyarelal, Anuradha Paudwal",Laxmikant - Pyarelal,"Laxmikant - PyarelalLaxmikant - Pyarelal, Anuradha Paudwal",Anthem
Humshakal 1992 Mp3 Songs,1992,Bollywood,"Kavita Krishnamurthy, Sudesh Bhosle",Kavita Krishnamurthy,"Kavita KrishnamurthyKavita Krishnamurthy, Sudesh Bhosle",None
Jaan Tere Naam 1992 Mp3 Songs,1992,Bollywood,"Nadeem-Shravan, Kumar Sanu",Nadeem-Shravan,"Nadeem-ShravanNadeem-Shravan, Kumar Sanu",Country
Jeena Marna Tere Sang 1992 Mp3 Songs,1992,Bollywood,Anuradha Paudwal,None,NoneAnuradha Paudwal,Soul
Jigar 1992 Mp3 Songs,1992,Bollywood,"Kavita Krishnamurthy, Kumar Sanu",Kavita Krishnamurthy,"Kavita KrishnamurthyKavita Krishnamurthy, Kumar Sanu",None
Jo Jeeta Wohi Sikandar 1992 Mp3 Songs,1992,Bollywood,"Udit Narayan, Vijayta Pandit",Udit Narayan,"Udit NarayanUdit Narayan, Vijayta Pandit",Country
Jungle Queen 1992 Mp3 Songs,1992,Bollywood,"Anand-Milind, Abhijeet, Sapna Mukherjee",Anand-Milind,"Anand-MilindAnand-Milind, Abhijeet, Sapna Mukherjee",Pop
Kal Ki Awaz 1992 Mp3 Songs,1992,Bollywood,"Nadeem-Shravan, Kumar Sanu, Sadhana Sargam, Alka Yagnik",Nadeem-Shravan,"Nadeem-ShravanNadeem-Shravan, Kumar Sanu, Sadhana Sargam, Alka Yagnik",Country
Kasak (Old) 1992 Mp3 Songs,1992,Bollywood,Pagalfree,None,NonePagalfree,Soul
Khiladi 1992 Mp3 Songs,1992,Bollywood,Abhijeet,None,NoneAbhijeet,Soul
Khuda Gawah 1992 Mp3 Songs,1992,Bollywood,"Alka Yagnik, Mohammed Aziz",Alka Yagnik,"Alka YagnikAlka Yagnik, Mohammed Aziz",Makeover
Khule - Aam 1992 Mp3 Songs,1992,Bollywood,"Asha Bhosle, Gautam Roy, Sagarika, Gurpreet",Asha Bhosle,"Asha BhosleAsha Bhosle, Gautam Roy, Sagarika, Gurpreet",Soul
Maa 1992 Mp3 Songs,1992,Bollywood,"Asha Bhosle, Abhijeet",Asha Bhosle,"Asha BhosleAsha Bhosle, Abhijeet",Soul
Mashooq 1992 Mp3 Songs,1992,Bollywood,Kumar Sanu,None,NoneKumar Sanu,Soul
Meera Ka Mohan 1992 Mp3 Songs,1992,Bollywood,"Arun Paudwal, Anuradha Paudwal, Kumar Sanu",Arun Paudwal,"Arun PaudwalArun Paudwal, Anuradha Paudwal, Kumar Sanu",Anthem
Mehboob Mere Mehboob 1992 Mp3 Songs,1992,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Mera Dil Tere Liye 1992 Mp3 Songs,1992,Bollywood,"Mohammed Aziz, Shailendra Singh, Sudesh Bhosle, Jolly Mukherjee",Mohammed Aziz,"Mohammed AzizMohammed Aziz, Shailendra Singh, Sudesh Bhosle, Jolly Mukherjee",None
Mr. Bond 1992 Mp3 Songs,1992,Bollywood,Anuradha Paudwal,None,NoneAnuradha Paudwal,Soul
Muskurahat 1992 Mp3 Songs,1992,Bollywood,Udit Narayan,None,NoneUdit Narayan,Soul
Naach Govinda Naach 1992 Mp3 Songs,1992,Bollywood,"Udit Narayan, Jayshree Shivram",Udit Narayan,"Udit NarayanUdit Narayan, Jayshree Shivram",Country
Nagin Aur Lutere 1992 Mp3 Songs,1992,Bollywood,"Anand, Raamlaxman, Udit Narayan, Kavita Krishnamurthy",Anand,"AnandAnand, Raamlaxman, Udit Narayan, Kavita Krishnamurthy",Pop
Naseebwaala 1992 Mp3 Songs,1992,Bollywood,"Hema Sardesai, Bappi Lahiri",Hema Sardesai,"Hema SardesaiHema Sardesai, Bappi Lahiri",Instrumental
Naya Sawan 1992 Mp3 Songs,1992,Bollywood,Pagalfree,None,NonePagalfree,Soul
Nishchaiy 1992 Mp3 Songs,1992,Bollywood,"O. P. Nayyar, Mohammed Aziz",O. P. Nayyar,"O. P. NayyarO. P. Nayyar, Mohammed Aziz",None
Paayal 1992 Mp3 Songs,1992,Bollywood,"Kumar Sanu, Sadhana Sargam",Kumar Sanu,"Kumar SanuKumar Sanu, Sadhana Sargam",None
Panaah 1992 Mp3 Songs,1992,Bollywood,"Kumar Sanu, Udit Narayan, Sadhana Sargam",Kumar Sanu,"Kumar SanuKumar Sanu, Udit Narayan, Sadhana Sargam",None
Parasmani 1992 Mp3 Songs,1992,Bollywood,Sapna Mukherjee,None,NoneSapna Mukherjee,Soul
Parda Hai Parda 1992 Mp3 Songs,1992,Bollywood,"Amit Kumar, Anand-Milind",Amit Kumar,"Amit KumarAmit Kumar, Anand-Milind",None
Police Aur Mujrim 1992 Mp3 Songs,1992,Bollywood,"Mohammed Aziz, Sadhana Sargam",Mohammed Aziz,"Mohammed AzizMohammed Aziz, Sadhana Sargam",None
Police Officer 1992 Mp3 Songs,1992,Bollywood,"Sukhwinder Singh, Sadhana Sargam",Sukhwinder Singh,"Sukhwinder SinghSukhwinder Singh, Sadhana Sargam",Blues
Prem Deewane 1992 Mp3 Songs,1992,Bollywood,"Alka Yagnik, Udit Narayan",Alka Yagnik,"Alka YagnikAlka Yagnik, Udit Narayan",Makeover
Pyar Hua Badnam 1992 Mp3 Songs,1992,Bollywood,Sadhana Sargam,None,NoneSadhana Sargam,Soul
Pyar Hua Chori Chori 1992 Mp3 Songs,1992,Bollywood,"Suresh Wadkar, Jayshree Shivram",Suresh Wadkar,"Suresh WadkarSuresh Wadkar, Jayshree Shivram",None
Qaid Mein Hai Bulbul 1992 Mp3 Songs,1992,Bollywood,Kavita Krishnamurthy,None,NoneKavita Krishnamurthy,Soul
Radha Ka Sangam 1992 Mp3 Songs,1992,Bollywood,"Anuradha Paudwal, Suresh Wadkar, Nitin Mukesh",Anuradha Paudwal,"Anuradha PaudwalAnuradha Paudwal, Suresh Wadkar, Nitin Mukesh",Anthem
Raju Ban Gaya Gentleman 1992 Mp3 Songs,1992,Bollywood,Kumar Sanu,None,NoneKumar Sanu,Soul
Rishta Ho To Aisa 1992 Mp3 Songs,1992,Bollywood,"Kavita Krishnamurthy, Suresh Wadkar",Kavita Krishnamurthy,"Kavita KrishnamurthyKavita Krishnamurthy, Suresh Wadkar",None
Roja 1992 Mp3 Songs,1992,Bollywood,"A.R. Rahman, Hariharan",A.R. Rahman,"A.R. RahmanA.R. Rahman, Hariharan",Country
Saatwan Aasman 1992 Mp3 Songs,1992,Bollywood,Lata Mangeshkar,None,NoneLata Mangeshkar,Soul
Sahebzaade 1992 Mp3 Songs,1992,Bollywood,"Laxmikant - Pyarelal, Anuradha Paudwal, Mohammed Aziz",Laxmikant - Pyarelal,"Laxmikant - PyarelalLaxmikant - Pyarelal, Anuradha Paudwal, Mohammed Aziz",Anthem
Sangeet 1992 Mp3 Songs,1992,Bollywood,Anuradha Paudwal,None,NoneAnuradha Paudwal,Soul
Sapne Sajan Ke 1992 Mp3 Songs,1992,Bollywood,"Kumar Sanu, Alka Yagnik",Kumar Sanu,"Kumar SanuKumar Sanu, Alka Yagnik",None
Shiv Mahima 1992 Mp3 Songs,1992,Bollywood,"Arun Paudwal, Hariharan",Arun Paudwal,"Arun PaudwalArun Paudwal, Hariharan",Anthem
Shola Aur Shabnam 1992 Mp3 Songs,1992,Bollywood,Abhijeet,None,NoneAbhijeet,Soul
Siyasat 1992 Mp3 Songs,1992,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Sone Ki Zanjeer 1992 Mp3 Songs,1992,Bollywood,"S. P. Balasubrahmanyam, Kavita Krishnamurthy",S. P. Balasubrahmanyam,"S. P. BalasubrahmanyamS. P. Balasubrahmanyam, Kavita Krishnamurthy",Soul
Suryavanshi 1992 Mp3 Songs,1992,Bollywood,Amit Kumar,None,NoneAmit Kumar,Soul
Tahalka 1992 Mp3 Songs,1992,Bollywood,"Anuradha Paudwal, Mohammed Aziz",Anuradha Paudwal,"Anuradha PaudwalAnuradha Paudwal, Mohammed Aziz",Anthem
Tyagi 1992 Mp3 Songs,1992,Bollywood,"Bappi Lahiri, Mohammed Aziz",Bappi Lahiri,"Bappi LahiriBappi Lahiri, Mohammed Aziz",Instrumental
Umar 55 Ki Dil Bachpan Ka 1992 Mp3 Songs,1992,Bollywood,"Sameer Sen, Dilip Sen, Sudesh Bhosle",Sameer Sen,"Sameer SenSameer Sen, Dilip Sen, Sudesh Bhosle",Country
Vansh 1992 Mp3 Songs,1992,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Virodhi 1992 Mp3 Songs,1992,Bollywood,"Anu Malik, Udit Narayan",Anu Malik,"Anu MalikAnu Malik, Udit Narayan",Makeover
Vishwatma 1992 Mp3 Songs,1992,Bollywood,Mohammed Aziz,None,NoneMohammed Aziz,Soul
Yaad Rakhegi Duniya 1992 Mp3 Songs,1992,Bollywood,"Anand, Milind, Anuradha Paudwal, Sadhana Sargam",Anand,"AnandAnand, Milind, Anuradha Paudwal, Sadhana Sargam",Pop
Yalgaar 1992 Mp3 Songs,1992,Bollywood,"Udit Narayan, Sapna Mukherjee",Udit Narayan,"Udit NarayanUdit Narayan, Sapna Mukherjee",Country
Ye Hai Ghar Ki Mahabharata 1992 Mp3 Songs,1992,Bollywood,"Rajesh Roshan, Udit Narayan, Anuradha Paudwal, Lyrics Is Payam Saeedi",Rajesh Roshan,"Rajesh RoshanRajesh Roshan, Udit Narayan, Anuradha Paudwal, Lyrics Is Payam Saeedi",Country
Yudhpath 1992 Mp3 Songs,1992,Bollywood,"Kumar Sanu, Kavita Krishnamurthy",Kumar Sanu,"Kumar SanuKumar Sanu, Kavita Krishnamurthy",None
Zulm Ki Hukumat 1992 Mp3 Songs,1992,Bollywood,"Alka Yagnik, Amit Kumar",Alka Yagnik,"Alka YagnikAlka Yagnik, Amit Kumar",Makeover
15Th August 1993 Mp3 Songs,1993,Bollywood,"Kumar Sanu, Alka Yagnik",Kumar Sanu,"Kumar SanuKumar Sanu, Alka Yagnik",None
Aadmi 1993 Mp3 Songs,1993,Bollywood,"Kumar Sanu, Kavita Krishnamurthy",Kumar Sanu,"Kumar SanuKumar Sanu, Kavita Krishnamurthy",None
Aadmi Khilona Hai 1993 Mp3 Songs,1993,Bollywood,Alka Yagnik,None,NoneAlka Yagnik,Soul
Aaina 1993 Mp3 Songs,1993,Bollywood,"Lata Mangeshkar, Asha Bhosle, Suresh Wadkar",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Asha Bhosle, Suresh Wadkar",None
Aaja Meri Jaan 1993 Mp3 Songs,1993,Bollywood,"Nikhil, Vinay, Amar-Utpal, S. P. Balasubrahmanyam",Nikhil,"NikhilNikhil, Vinay, Amar-Utpal, S. P. Balasubrahmanyam",Anthem
Aankhen 1993 Mp3 Songs,1993,Bollywood,"Kumar Sanu, Sadhana Sargam",Kumar Sanu,"Kumar SanuKumar Sanu, Sadhana Sargam",None
Aashik Aawara 1993 Mp3 Songs,1993,Bollywood,"Udit Narayan, Alka Yagnik",Udit Narayan,"Udit NarayanUdit Narayan, Alka Yagnik",Country
Anari 1993 Mp3 Songs,1993,Bollywood,Udit Narayan,None,NoneUdit Narayan,Soul
Anmol 1993 Mp3 Songs,1993,Bollywood,"Lata Mangeshkar, Udit Narayan",Lata Mangeshkar,"Lata MangeshkarLata Mangeshkar, Udit Narayan",None
Anth 1993 Mp3 Songs,1993,Bollywood,"Abhijeet, Kavita Krishnamurthy",Abhijeet,"AbhijeetAbhijeet, Kavita Krishnamurthy",None
Ashaant 1993 Mp3 Songs,1993,Bollywood,Kavita Krishnamurthy,None,NoneKavita Krishnamurthy,Soul
Aulad Ke Dushman 1993 Mp3 Songs,1993,Bollywood,"Abhijeet, Jolly Mukherjee, Jyoti",Abhijeet,"AbhijeetAbhijeet, Jolly Mukherjee, Jyoti",None
Aye Meri Bekhudi 1993 Mp3 Songs,1993,Bollywood,"Anuradha Paudwal, Suresh Wadkar",Anuradha Paudwal,"Anuradha PaudwalAnuradha Paudwal, Suresh Wadkar",Anthem
Baazigar 1993 Mp3 Songs,1993,Bollywood,"Vinod Rathod, Alka Yagnik",Vinod Rathod,"Vinod RathodVinod Rathod, Alka Yagnik",Pop
Balmaa 1993 Mp3 Songs,1993,Bollywood,"Asha Bhosle, Kumar Sanu",Asha Bhosle,"Asha BhosleAsha Bhosle, Kumar Sanu",Soul
Bedardi 1993 Mp3 Songs,1993,Bollywood,Vinod Rathod,None,NoneVinod Rathod,Soul
Bomb Blast 1993 Mp3 Songs,1993,Bollywood,Bappi Lahiri,None,NoneBappi Lahiri,Soul
Chahoonga Main Tujhe 1993 Mp3 Songs,1993,Bollywood,Mohammed Rafi,None,NoneMohammed Rafi,Soul
Chandra Mukhi 1993 Mp3 Songs,1993,Bollywood,"S. P. Balasubrahmanyam, Kavita Krishnamurthy",S. P. Balasubrahmanyam,"S. P. BalasubrahmanyamS. P. Balasubrahmanyam, Kavita Krishnamurthy",Soul
Chor Aur Chand 1993 Mp3 Songs,1993,Bollywood,"Nikhil-Vinay, S. P. Balasubrahmanyam, Anuradha Paudwal",Nikhil-Vinay,"Nikhil-VinayNikhil-Vinay, S. P. Balasubrahmanyam, Anuradha Paudwal",None
Dalaal 1993 Mp3 Songs,1993,Bollywood,"Bappi Lahiri, Kavita Krishnamurthy, Kumar Sanu",Bappi Lahiri,"Bappi LahiriBappi Lahiri, Kavita Krishnamurthy, Kumar Sanu",Instrumental
Damini 1993 Mp3 Songs,1993,Bollywood,"Kumar Sanu, Sadhana Sargam",Kumar Sanu,"Kumar SanuKumar Sanu, Sadhana Sargam",None
Darr 1993 Mp3 Songs,1993,Bollywood,"Alka Yagnik, Sudesh Bhosle, Vinod Rathod, Devaki Pandit",Alka Yagnik,"Alka YagnikAlka Yagnik, Sudesh Bhosle, Vinod Rathod, Devaki Pandit",Makeover
Dhanwan 1993 Mp3 Songs,1993,Bollywood,"Anand-Milind, Suresh Wadkar",Anand-Milind,"Anand-MilindAnand-Milind, Suresh Wadkar",Pop
Dhartiputra 1993 Mp3 Songs,1993,Bollywood,"Nadeem, Shravan, Alka Yagnik",Nadeem,"NadeemNadeem, Shravan, Alka Yagnik",Soul
Dil Hai Betaab 1993 Mp3 Songs,1993,Bollywood,"Udit Narayan, Alka Yagnik",Udit Narayan,"Udit NarayanUdit Narayan, Alka Yagnik",Country
Dil Ki Baazi 1993 Mp3 Songs,1993,Bollywood,Amit Kumar,None,NoneAmit Kumar,Soul
Dil Tera Aashiq 1993 Mp3 Songs,1993,Bollywood,"Kumar Sanu, Alka Yagnik",Kumar Sanu,"Kumar SanuKumar Sanu, Alka Yagnik",None
Divya Shakti 1993 Mp3 Songs,1993,Bollywood,Asha Bhosle,None,NoneAsha Bhosle,Soul
Ek Hi Raasta 1993 Mp3 Songs,1993,Bollywood,"Pankaj Udhas, Kavita Krishnamurthy",Pankaj Udhas,"Pankaj UdhasPankaj Udhas, Kavita Krishnamurthy",None
Geetanjali 1993 Mp3 Songs,1993,Bollywood,Alka Yagnik,None,NoneAlka Yagnik,Soul
